"Id"	"Accession"	"Gene_name"	"Identification_type_36"	"Identification_type_38"	"Identification_type_40"	"Identification_type_61"	"Identification_type_63"	"Identification_type_65"	"Specific_peptides"	"Intensity_36"	"Intensity_38"	"Intensity_40"	"Intensity_61"	"Intensity_63"	"Intensity_65"
6159	"ALDH2_YEAST"	"ALD2"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	72	6087636.5	6164157	5896888.5	6543368	6833526.5	6315542
6178	"MPCP_YEAST"	"MIR1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	70	4610179.5	4485928.5	4337410.5	5814910	5441698	5267314.5
6445	"YMY9_YEAST"	"YMR099C"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	51	7569371	8062379.5	7513156.5	9181070	8934582	8981416
6516	"CALM_YEAST"	"CMD1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	58	6434824.5	6163631	6580837	7240645	6974525.5	6726607.5
6262	"EF1G1_YEAST"	"CAM1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	33	13533771	13725438	13913693	16909300	15953252	15014368
6189	"RL15A_YEAST"	"RPL15A"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	150	26561016	26346084	24568630	31374428	30602514	31539860
6670	"NAP1_YEAST"	"NAP1"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	12	3785733.25	3426581.75	3288784.5	4198561.5	4442473.5	4196183.5
6480	"PYRF_YEAST"	"URA3"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	65	10015407	10026286	9961959	11311839	11248755	10898413
6119	"SYH_YEAST"	"HTS1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	35	2066365.62	2211102.25	2012437.38	2455636.5	2871678.25	2549306.5
5982	"RL401_YEAST"	"RPL40A"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	20	53583.4	57508.52	59749.44	108559.89	113476.98	145473.14
6560	"MMF1_YEAST"	"MMF1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	63	12051644	12502015	12837028	14894989	15033547	14377617
6174	"MPI_YEAST"	"PMI40"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	71	8631450	8024804.5	8403989	10973145	10742291	9637594
6847	"IF2P_YEAST"	"FUN12"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	124	5824112.5	5717623	5600737.5	7271427	6943948	6786587.5
6502	"RPN2_YEAST"	"RPN2"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	37	4729113	4600724.5	4888215	5640390	5529214	5529315
6433	"EMI2_YEAST"	"EMI2"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	95	7650546.5	7612842.5	7460991	8689228	8524915	7631062
6657	"RL9A_YEAST"	"RPL9A"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	169	12933556	13146132	13100945	19707636	18357960	19515966
6669	"RS7B_YEAST"	"RPS7B"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	45	5336424.5	5657283.5	5083034.5	6674296.5	6440376	6058707
6537	"RS20_YEAST"	"RPS20"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	112	20173804	20412024	20594438	24339546	23874492	25087606
6071	"PCNA_YEAST"	"POL30"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	96	6280202	6382745	5941467	7789587.5	6778909.5	7177202
6121	"SIS1_YEAST"	"SIS1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	49	6061485.5	5761005.5	6005075.5	6799732	7075631.5	6693752.5
6679	"LCF1_YEAST"	"FAA1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	40	5771341.5	5560581	5356518	6265246	5614613.5	6376815
6618	"GAS5_YEAST"	"GAS5"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	36	3483937	3191927.5	2989562.5	3507658.5	3469756.75	3410722.25
6808	"PYRD_YEAST"	"URA1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	84	16969608	17348388	16911928	19524346	19315816	18527598
6112	"PYRE_YEAST"	"URA5"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	16	4252328	4247314	3821935.25	4383624.5	4345652.5	4612474.5
6661	"TNFA_HUMAN_UPS"	NA	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	50	2970875.25	3430847	3217236.5	43125132	42141852	41916960
6468	"ARF2_YEAST"	"ARF2"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	10	1352423.5	1442220.75	1515975.5	1483573.5	1368263.38	1683327.38
6023	"AATC_YEAST"	"AAT2"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	88	10643570	11089584	11020140	13931792	13435059	13014804
6363	"RL14B_YEAST"	"RPL14B"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	96	23950326	24706814	24644796	31618018	30703206	30624930
6792	"EF1B_YEAST"	"EFB1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	114	34547868	34403092	34478332	38755976	38865964	40209156
6430	"NACA_YEAS7"	"EGD2"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	72	10706931	10762136	10211312	13490811	12246093	11918356
6192	"GSP1_YEAST"	"GSP1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	106	20522774	21193672	20741918	25639396	25503792	23854780
6273	"RL11A_YEAST"	"RPL11A"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	83	14606208	15528033	15866233	27064926	24237738	24485630
6373	"DHE2_YEAST"	"GDH2"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	76	6037678.5	6227928	6220009	7359407.5	6903787.5	6963510
6720	"ARLY_YEAST"	"ARG4"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	73	5204808	5048463	4981765	6030791	6141863	6564877.5
6662	"RL17B_YEAST"	"RPL17B"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	44	491789.97	575144.38	651241.88	765131.81	802921.12	816009.69
6294	"SEC31_YEAST"	"SEC31"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	21	2783003.25	2739516.5	2709829	3402118.5	3327910	3103555.25
6673	"TRPE_YEAST"	"TRP2"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	59	3635494.5	3659019.75	3651577.25	4834177	4736389.5	4522683
6021	"GPP1_YEAST"	"RHR2"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	41	8936094	8260599	8020104	9482046	9285053	10320529
6022	"PDGFB_HUMAN_UPS"	NA	"By matching"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	42	1608978.62	1513005.38	1538747.12	18485106	18158084	17940890
6260	"LYS12_YEAST"	"LYS12"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	34	4818534.5	5131816.5	5214403	6328987.5	6184734.5	5299233.5
6663	"RL17A_YEAST"	"RPL17A"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	36	4051046.5	4067686.25	3711150.75	5009580.5	5356375.5	4717847.5
6243	"COPB2_YEAST"	"SEC27"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	29	2917243.75	2816475	2590635.75	2875829.5	2699908	3018202.5
6408	"PSA6_YEAST"	"SCL1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	72	5926142.5	5322173	5413837.5	6532897.5	6411678	6244176.5
6127	"DHE5_YEAST"	"GDH3"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	19	739790.31	714215	707744.19	976701.25	1036939.75	997911.94
6640	"UBC9_HUMAN_UPS"	NA	"By matching"	"By matching"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	79	360164.72	95555.54	85389.91	7153737.5	6678167.5	6520009
6342	"IF5_YEAST"	"TIF5"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	64	6453685	5743483	6133323.5	6833959.5	6550446	6617707
6103	"GLYM_YEAST"	"SHM1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	39	5570267.5	6052015.5	6018226.5	6825318.5	6561625	6628526.5
6397	"CCW14_YEAST"	"CCW14"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	60	5682673.5	5915931	5629268.5	6609390	6684328.5	6209653
6259	"MDHC_YEAST"	"MDH2"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	74	8811472	8525297	8219058.5	9963158	10432746	9753406
6434	"LALBA_HUMAN_UPS"	NA	"By matching"	"By matching"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	50	2389537.5	2156834	2140682.5	23372766	21305426	21741170
6458	"CYB5_HUMAN_UPS"	NA	"By MS/MS"	"By matching"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	72	2094411.38	2041405.38	1907730.25	25126726	26357662	24928214
6232	"RL6A_YEAST"	"RPL6A"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	79	5925350	5993588	6014557.5	7603012.5	7370527.5	7650236.5
6299	"IF4B_YEAST"	"TIF3"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	68	6940591.5	6819406	6794054	8571524	8025244.5	8266404.5
6353	"SPEE_YEAST"	"SPE3"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	62	7984124.5	8309405	7726202.5	10129068	10455934	9857498
6577	"ZPR1_YEAST"	"ZPR1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	44	4516656	4248071	4013319.75	4885120	4710443	4580251.5
6760	"GSTP1_HUMAN_UPS"	NA	"By matching"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	18	1022716.56	974345.38	941910.06	11178477	10323741	11543002
6591	"IFNG_HUMAN_UPS"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	38	1703334.25	1422994.12	1493512.38	20226640	21156934	20593778
6362	"ARA1_YEAST"	"ARA1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	40	8035274.5	8428435	8743705	10581335	9516489	9161062
6527	"NTF2_YEAST"	"NTF2"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	38	14754051	15179980	15304435	18196622	16256154	15779485
6177	"LYS9_YEAST"	"LYS9"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	39	4576019.5	4442422.5	4146770.5	5715924.5	5353230.5	4965518.5
6412	"VATC_YEAST"	"VMA5"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	20	4108566.5	4086563.75	3452750.25	4243767.5	4645493.5	4134269.25
6014	"PRX1_YEAST"	"PRX1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	46	10911449	10618588	10537224	12442266	11103027	11524754
6000	"METK1_YEAST"	"SAM1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	19	1482926.12	1383287.12	1476167.25	1656180.5	1443232.38	1652105.75
6431	"PPIA_HUMAN_UPS"	NA	"By matching"	"By matching"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	34	2570150	2410873.25	2639285	23516874	21512314	22701406
5999	"METK2_YEAST"	"SAM2"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	13	45888.98	6664057	6454387.5	8369421	6485837	7735331
6128	"RLA2_YEAST"	"RPP2A"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	45	19343014	21288114	19046652	21128886	22036782	21739986
6150	"GUAA_YEAST"	"GUA1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	51	6605327.5	6845208.5	6542369	8700533	8363261.5	7734537.5
6668	"RS7A_YEAST"	"RPS7A"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	44	26432584	27058152	25368164	31257038	30991022	29669498
6231	"TBA1_YEAST"	"TUB1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	34	3728019.5	3372757.75	3887566	4096220	3917437	4016292.25
6194	"HSP79_YEAST"	"SSE2"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	8	2989602.75	2791741	2888429	3572236.75	3527524.75	3108572.25
6452	"SYKC_YEAST"	"KRS1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	80	12038974	11686006	10907247	13625476	14191434	13528842
6459	"YN034_YEAST"	"YNR034W-A"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	52	10549047	11181745	10231850	13990427	13668790	12999954
6329	"RL18A_YEAST"	"RPL18A"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	54	28983388	29111534	29941208	37931044	38702272	36394408
6463	"RL25_YEAST"	"RPL25"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	44	25090868	25330980	25008184	30294580	29976068	28467146
6769	"COFI_YEAST"	"COF1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	32	30667168	30735630	29558982	33743240	32116182	31428006
6691	"EFTU_YEAST"	"TUF1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	56	6511358	6790357.5	6463902	7706724.5	6775394	8074465.5
6122	"RL43A_YEAST"	"RPL43A"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	33	6216589	6488514.5	7039314.5	8491361	8710007	8667069
6215	"RL35A_YEAST"	"RPL35A"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	116	18698700	19789794	20601634	22211690	21904698	21918354
6235	"PROF_YEAST"	"PFY1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	82	6948573.5	6758143	6518715.5	8724132	8764987	8837633
6507	"MLC1_YEAST"	"MLC1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	61	6453635.5	6749683	7043365.5	7466078	7227071.5	6942024
6015	"AMPL_YEAST"	"LAP4"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	54	6959385.5	6693774.5	6713394.5	8207536	8290307	7403083.5
6284	"RUVB1_YEAST"	"RVB1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	42	3058086	3185674.75	2856503	3291544.75	3315029.25	3212550.5
6097	"ATPG_YEAST"	"ATP3"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	50	6378755	6873670.5	6590374.5	7670458.5	8027024	7648144
6109	"DAK1_YEAST"	"DAK1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	53	4832902	4795436	4922103.5	5888274	5641535.5	5586845.5
6005	"ILV3_YEAST"	"ILV3"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	23	3649688	3439243	3886762.75	4285691.5	4474124.5	4564003.5
6449	"PP12_YEAST"	"GLC7"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	46	5522794	5800670	5769739	7422312	6777687.5	6795394
6750	"ODO1_YEAST"	"KGD1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	60	11183489	11481177	10912413	12598532	12037260	11679095
6843	"VATE_YEAST"	"VMA4"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	35	7679077	8320883	7691331	9035056	8607591	8296711.5
6726	"PSA7_YEAST"	"PRE6"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By matching"	11	2371722.5	2524168	2691358.75	2748958.5	2477244.5	2855982.25
6439	"RS24A_YEAST"	"RPS24A"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	146	13069916	12754922	13289940	16107876	16955582	17038990
6666	"FAT2_YEAST"	"PCS60"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	31	5248064	4752464	5156257	6595560	6548726	6288303
5996	"ODO2_YEAST"	"KGD2"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	57	5076214	4698232.5	4348772.5	5321143	5313835.5	5043574.5
6190	"DLDH_YEAST"	"LPD1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	58	6153465.5	6192726	6567368	8157199.5	8022399	8232203.5
6105	"CAH2_HUMAN_UPS"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	46	3360942	3386283.75	3282998.25	35909592	33618588	32242808
5991	"VPS1_YEAST"	"VPS1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	59	3894068	3904483.75	4139963.75	5060535.5	5319413	4890417
6316	"IF4F1_YEAST"	"TIF4631"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	48	2098954.5	2084533.62	1861934.88	2991527.25	3227698.25	3037138.75
6782	"GLNA_YEAST"	"GLN1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	92	17488614	18230320	17985416	21099042	21646212	22209530
6233	"RL6B_YEAST"	"RPL6B"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	41	4577101.5	4660519	4714495	6101818.5	5794465.5	5582120
6651	"SUCB_YEAST"	"LSC2"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	37	4340206.5	4764592.5	4530714	4947886	4732590.5	4966878.5
6264	"GPD1_YEAST"	"GPD1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	48	4588511.5	4373186	4376175	5922667	5837589.5	5221049.5
6838	"ARGI_YEAST"	"CAR1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	46	6614562	6549420.5	5932489.5	7213411.5	7534712	7342921.5
6465	"RDL1_YEAST"	"RDL1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	57	9730269	9708317	9371309	12051718	11184095	11624930
6382	"SUCA_YEAST"	"LSC1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	37	5719384	6051398.5	5524529	7115211.5	6630215.5	6197717
6632	"UBP6_YEAST"	"UBP6"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	30	2003299.62	2091896.62	2184893.25	2200345.5	2678858.5	2394677.5
6584	"SYYC_YEAST"	"TYS1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	32	9647400	9360399	9603445	11614712	10775585	10926236
6318	"SCW10_YEAST"	"SCW10"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	30	1781125.5	1440105.25	1848664.38	1732355.38	1564514.25	2065887.38
6275	"BLH1_YEAS1"	"LAP3"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	41	3171105.25	2957884.75	3545727	3514470.25	3510753	3288719.25
6153	"FKBP_YEAST"	"FPR1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	58	28096974	28446942	27492716	31375400	30746016	28947654
6096	"GABAT_YEAST"	"UGA1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	62	9666271	8483735	8754034	10477573	10929983	10250367
6643	"PROA_YEAST"	"PRO2"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	40	2117410.25	2149087.5	2195688.5	2768819.5	2606457.25	2631167.5
6168	"SUI1_YEAST"	"SUI1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	31	5193466.5	5792106	5059132	6279389.5	5605724.5	5700416
6688	"RLI1_YEAST"	"RLI1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	31	2881509.25	2891561	2605015	3501585.75	3202657	3184092.75
6132	"LEU9_YEAST"	"LEU9"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	1	NA	NA	NA	NA	NA	NA
6422	"YPR1_YEAST"	"YPR1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	33	4618741	4623471.5	4627196	5546096	5234725.5	4843192
6725	"RTN1_YEAST"	"RTN1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	34	5550994	5843124	5237910.5	6732123.5	6513652	6406155.5
6044	"SAR1_YEAST"	"SAR1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	48	6806850.5	6777912.5	6841043.5	7422635	7129797.5	7529629.5
6641	"GLRX1_YEAST"	"GRX1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	56	4233930.5	4900339	5043496.5	6154137	5826040.5	5748847.5
6051	"RL27A_YEAST"	"RPL27A"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	191	26181468	25602884	25141228	30816818	30156554	27686260
6766	"TPS1_YEAST"	"TPS1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	19	3755595	3827607.75	3873294.25	4231248.5	4293525	4299228
6181	"RL36B_YEAST"	"RPL36B"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	55	19731330	18646720	19526510	22635840	21982362	14780909
6224	"UGPA1_YEAST"	"UGP1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	47	5104925	5434478	5254601.5	7505010	7116723.5	6629894
6001	"SODM_YEAST"	"SOD2"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	53	11902997	12021292	10876856	15631135	14391879	15493116
6545	"RNA1_YEAST"	"RNA1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	77	3140114.25	3195057	3522878.25	3915543.25	3664438.5	3537250.5
6773	"PSA4_YEAST"	"PRE9"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	8	783423.62	839529.19	868690.88	999920.81	1111510.75	981198.56
6251	"YM94_YEAST"	"YMR315W"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	16	2228169	2417029.5	2319916	2880215.25	2854712	2492501.5
6415	"HIS1_YEAST"	"HIS1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	54	8701643	9039638	8639956	10762629	10456372	10019612
6331	"IGF2_HUMAN_UPS"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	48	2285646	2208398	2357048.25	21544672	22177468	23224834
6149	"CYPC_YEAST"	"CPR3"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	49	4645178.5	4297364.5	4121897.75	5564251	5813265.5	5807333
6241	"RS23A_YEAST"	"RPS23A"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	31	14105736	15008443	13837363	15646112	15777101	14938431
6483	"KHSE_YEAST"	"THR1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	47	4421948.5	4707165	4860102.5	5810140.5	5610089.5	5472683.5
